mass_eV,chi_1pct,chi_5pct,chi_10pct,chi_20pct,chi_30pct,chi_40pct,chi_50pct,chi_60pct,chi_70pct,chi_80pct,chi_90pct
0.1024,1.1096216195332755e-11,1.9208609159951904e-11,2.2214324947009746e-11,2.538865765487558e-11,2.7467367533410073e-11,2.9716272891274446e-11,3.1594205288412885e-11,3.335760432621203e-11,3.5219425721469586e-11,3.71851628198436e-11,4.090675053319549e-11
0.1025,9.041065455111016e-12,2.04980148826801e-11,2.4849207507348105e-11,2.797908747052027e-11,3.093172509436828e-11,3.278384873819835e-11,3.474687347084804e-11,3.682743980551545e-11,3.925116434350393e-11,4.274015528768271e-11,4.6539278632062973e-11
0.1029,6.362647383468083e-12,8.551376338576544e-12,9.726841235336297e-12,1.118200988151445e-11,1.2245212885704891e-11,1.3081427589740284e-11,1.3974746652660389e-11,1.4928006169167376e-11,1.592713163315379e-11,1.6993128163609136e-11,1.8130471414184274e-11
0.1063,6.088364604765457e-12,7.450175909293564e-12,8.364494010122106e-12,9.673565287187267e-12,1.0487788196893914e-11,1.1370544157963713e-11,1.2121646258745113e-11,1.2792047554327479e-11,1.3499526148448697e-11,1.4246132642854369e-11,1.547322862816568e-11
0.1089,6.801189646445021e-12,9.651170487534137e-12,1.1732174621513799e-11,1.2794964665172541e-11,1.3954030353657511e-11,1.5096746693166684e-11,1.5972055743307233e-11,1.6898115193439833e-11,1.787786755066983e-11,1.8957925114459792e-11,2.130826850054486e-11
0.1103,3.372097083319899e-12,7.539425661637299e-12,9.425521260484485e-12,1.0776365651797563e-11,1.194567690886921e-11,1.2570147512797e-11,1.3227262858261459e-11,1.3918729477392778e-11,1.4646343112765954e-11,1.5884176844152437e-11,1.745377851294289e-11
0.1144,6.6579099547243345e-12,8.533868887206055e-12,9.82853676467629e-12,1.176361391696617e-11,1.247346449641678e-11,1.322614951847177e-11,1.4024253737622215e-11,1.487051787994124e-11,1.5896978031917712e-11,1.6994847265423338e-11,1.816853700087952e-11
0.1187,6.801189646445021e-12,9.363958102591173e-12,1.031686473853296e-11,1.1981964070868017e-11,1.2779650564295649e-11,1.3630442186234163e-11,1.4537874354040423e-11,1.544418974885724e-11,1.63711970841031e-11,1.735384622468635e-11,1.8395476961333008e-11
0.1223,4.09830694777032e-12,8.159521171266378e-12,9.563406593832303e-12,1.0925834232162045e-11,1.2051695091715136e-11,1.2782627377990294e-11,1.3557890524202936e-11,1.4380173185895602e-11,1.5371681746632012e-11,1.6604635579760477e-11,1.7936483937228108e-11
0.1232,6.362647383468083e-12,9.264207797593497e-12,9.953920737477377e-12,1.1491215226429716e-11,1.2347225824791155e-11,1.311561854525307e-11,1.3931829891634453e-11,1.4798835713294595e-11,1.584604234945589e-11,1.6979789163704216e-11,1.8194652878341463e-11
0.1278,7.807847678033747e-12,9.596924011153481e-12,1.0811865491443156e-11,1.2162002342269455e-11,1.2860550223698989e-11,1.3599220539651804e-11,1.438031779894516e-11,1.5248789041296163e-11,1.623882174237464e-11,1.729313264590901e-11,1.8415895035576277e-11
0.1304,9.88810314992409e-12,1.2056616638202855e-11,1.3243406015120787e-11,1.5186915139738488e-11,1.603846647865495e-11,1.6937765479037697e-11,1.7887489418311385e-11,1.8895104887179966e-11,2.026349773535421e-11,2.1730990270887332e-11,2.330475934218792e-11
0.1326,6.724394261428487e-12,9.619310647022705e-12,1.0764211720076352e-11,1.2213518438257085e-11,1.3049963147460894e-11,1.394369190262508e-11,1.4894514999124997e-11,1.573960642196916e-11,1.6632647006837576e-11,1.757635731398748e-11,1.8573612263998862e-11
0.1336,6.2459285788430575e-12,8.577517071426677e-12,9.903895964338731e-12,1.1742921057666721e-11,1.244973495143494e-11,1.319909242341257e-11,1.3993554198654424e-11,1.4835835133886465e-11,1.588986005286539e-11,1.7026741920053286e-11,1.824496499324562e-11
0.1376,6.362647383468083e-12,9.620368364746397e-12,1.092105657399947e-11,1.230121233072583e-11,1.3153449121756278e-11,1.4064729487392053e-11,1.501023980622913e-11,1.5863928433133834e-11,1.676616953362413e-11,1.7719724468947094e-11,1.8727511649318952e-11
0.1428,6.997037079917895e-12,9.29898590119423e-12,1.0948420005586654e-11,1.2529095320168583e-11,1.3630622054218134e-11,1.4828992264577857e-11,1.5567989166290332e-11,1.6322102245832714e-11,1.7112744547656877e-11,1.7941685546549588e-11,1.8810780430620115e-11
0.1438,6.6579099547243345e-12,9.177465586709292e-12,1.0488975512564646e-11,1.2143288921709882e-11,1.291923318544931e-11,1.3744759527348225e-11,1.4623036193619124e-11,1.5544779952869758e-11,1.651953218561199e-11,1.755540731093403e-11,1.8656238105896366e-11
0.1481,7.620572865901726e-12,9.154849785568587e-12,1.0162267610449016e-11,1.1937535949932325e-11,1.2738974477092188e-11,1.3594218388839798e-11,1.4506879963986975e-11,1.5445692596105143e-11,1.6421932149037316e-11,1.7459874578598704e-11,1.856341979334428e-11
0.15,5.430138163640159e-12,8.71976932478843e-12,1.0262235477036568e-11,1.212241284817774e-11,1.3000513300589658e-11,1.3942219935548085e-11,1.494158741041193e-11,1.587361448570032e-11,1.6863779591788922e-11,1.7915709265626018e-11,1.9430168320177185e-11
0.1537,8.310105618119384e-12,1.0612179677915808e-11,1.1971749412344033e-11,1.2945352230604288e-11,1.3998133322237657e-11,1.5040590108528683e-11,1.5808135898807453e-11,1.6614850799867428e-11,1.746273367517548e-11,1.8353885393454133e-11,2.0295476947506023e-11
0.1571,4.2790385126488245e-12,8.517841871907258e-12,9.817771291297873e-12,1.1626353349514495e-11,1.2448545287686255e-11,1.3261414312491146e-11,1.4127362314495154e-11,1.505562438402598e-11,1.6071846932759783e-11,1.7156662337041285e-11,1.8314700468386454e-11
0.1595,9.041065455111016e-12,1.0569840511959717e-11,1.1905253165302495e-11,1.2866892590904244e-11,1.3906207843473437e-11,1.4975778610120576e-11,1.57584413399731e-11,1.658200751562618e-11,1.7448614829107998e-11,1.8360512692305974e-11,2.0341561074897454e-11
0.1654,7.978174310278599e-12,9.873162939237097e-12,1.1341025457042203e-11,1.2565546333840441e-11,1.3597997079451613e-11,1.4715279356760146e-11,1.5524909774030383e-11,1.6313794647737287e-11,1.7142766024555835e-11,1.8013860865499253e-11,1.912588531899488e-11
0.1717,8.310105618119384e-12,1.0585911998440562e-11,1.2042190130467063e-11,1.3357784268543864e-11,1.4817105412870455e-11,1.560431026787483e-11,1.6400623615282628e-11,1.723757412872822e-11,1.8117235588927336e-11,1.926455253931615e-11,2.1616265670869053e-11
0.1781,5.200731372084494e-12,1.0890376120534946e-11,1.2602695272989776e-11,1.4925526528621292e-11,1.5782573221480864e-11,1.6688832853819186e-11,1.7647131308324235e-11,1.8660456734214922e-11,1.9977790860799503e-11,2.1456009952138473e-11,2.3043607087187396e-11
0.1802,8.744506845059681e-12,1.4915556379697772e-11,1.5966958763614263e-11,1.8297328909919547e-11,1.9721845943663433e-11,2.0876609827431717e-11,2.209898805273086e-11,2.3392939610004727e-11,2.4993090190631714e-11,2.6877710913441112e-11,2.8904442725425746e-11
0.1848,1.5354407359255492e-11,1.7436294017224142e-11,1.9284281352766543e-11,2.1011152024591026e-11,2.2892660676574396e-11,2.4471677451568723e-11,2.561100184293479e-11,2.6803369597238707e-11,2.8051250246751603e-11,2.9357228297405776e-11,3.1819806259524587e-11
0.1855,1.7113286848247122e-11,2.1958821257193183e-11,2.489720566707137e-11,2.820778890313465e-11,3.104288182760947e-11,3.2720541171271326e-11,3.4488866738803815e-11,3.635275843088254e-11,3.83173809549167e-11,4.177075814865234e-11,4.5750596854450804e-11
0.1917,8.879202396484664e-12,1.2486794094110501e-11,1.4415856578234092e-11,1.617693285949947e-11,1.7775463338057307e-11,1.9260223285330184e-11,2.0363577446410162e-11,2.1530139099258925e-11,2.276352919094563e-11,2.4191425799456143e-11,2.7115047720722758e-11
0.1933,8.448865500840133e-12,1.2119449034741437e-11,1.3777290971369995e-11,1.5735347099102116e-11,1.7050540425323376e-11,1.847566036926987e-11,1.966959640181142e-11,2.0807334135648973e-11,2.201088141252721e-11,2.3284044817941455e-11,2.592514154283534e-11
0.1989,1.3062923440820575e-11,1.55803167177021e-11,1.6924955487714887e-11,1.9224264497540846e-11,2.028725668672157e-11,2.140902628163367e-11,2.2592823337601706e-11,2.3842077619474635e-11,2.546120392337585e-11,2.721990210418904e-11,2.910007998016907e-11
0.2064,1.213933913799656e-11,1.396743177927985e-11,1.5498114271010443e-11,1.7617542001665518e-11,1.9309889028291418e-11,2.0286992466361144e-11,2.131353850491857e-11,2.2392028998575845e-11,2.352509239877506e-11,2.536920417636703e-11,2.7767262258424905e-11
0.2142,8.744506845059681e-12,1.2885568075254095e-11,1.5059111721070848e-11,1.6681571297973585e-11,1.8478833687116503e-11,1.9630860468645367e-11,2.062843899234214e-11,2.167671131586151e-11,2.2778253538507255e-11,2.3935772668839337e-11,2.7202657915996636e-11
0.2168,1.1472435664837611e-11,1.5530944791096438e-11,1.721182881416659e-11,1.949676931593456e-11,2.067898994179699e-11,2.1932896578073068e-11,2.3262836031083545e-11,2.468455020274703e-11,2.6204713002191496e-11,2.7818492858371108e-11,2.9531655044133814e-11
0.2204,9.041065455111016e-12,1.356485021276284e-11,1.5556931113667096e-11,1.797526109281675e-11,1.953172891599763e-11,2.0568453742352112e-11,2.166020689570232e-11,2.2809909225144164e-11,2.4062398742653288e-11,2.6124519076731074e-11,2.8363360789159195e-11
0.2222,8.879202396484664e-12,1.3623975998990289e-11,1.5687767259001158e-11,1.8429787738961094e-11,1.990500496088364e-11,2.1186943739635874e-11,2.2551443011876874e-11,2.4008753549749027e-11,2.5701436040679192e-11,2.7513457255677946e-11,2.945323089970085e-11
0.2265,1.1472435664837611e-11,1.67578266895429e-11,1.9050403958539622e-11,2.035105917397565e-11,2.174051586538673e-11,2.3224836901734593e-11,2.459851118403465e-11,2.585942897903255e-11,2.7184981323408038e-11,2.8578481379200785e-11,3.0043412140881944e-11
0.2305,1.1096216195332755e-11,1.5518269249528064e-11,1.7347075873150993e-11,1.9618377058308995e-11,2.0878453543750848e-11,2.221946397925626e-11,2.3646606703456623e-11,2.5058741935515384e-11,2.6526172514986217e-11,2.8079535281759486e-11,2.9723862392666244e-11
0.2349,1.2846888764019038e-11,1.56544872905832e-11,1.7412530430280612e-11,1.9804039034289823e-11,2.1397955645098676e-11,2.312015771110257e-11,2.4615038416157422e-11,2.588499181226129e-11,2.7220465383512227e-11,2.862483948494073e-11,3.010166887282297e-11
0.2392,1.2627844357317683e-11,1.5789146385468524e-11,1.86320721802726e-11,2.0110796239731078e-11,2.1483849119486442e-11,2.2950646383508494e-11,2.4382038793118508e-11,2.5642698212739727e-11,2.696853930915866e-11,2.836293226382471e-11,2.9829421511498445e-11
0.2482,1.0057927466591011e-11,1.2966925165120859e-11,1.517621089824442e-11,1.6775187800643185e-11,1.854263410238988e-11,1.9687666377285383e-11,2.072344653988854e-11,2.1813719729988427e-11,2.2961352859071468e-11,2.4420393620652027e-11,2.7243065226197673e-11
0.2575,1.002844071016372e-11,1.2708434677587049e-11,1.499661322173066e-11,1.6413936156090295e-11,1.7965209621183825e-11,1.9307676612648314e-11,2.0299398493768004e-11,2.1342059299814958e-11,2.2438275464007137e-11,2.3590797810360787e-11,2.6414553308055215e-11
0.2672,9.041065455111016e-12,1.2792139836532e-11,1.5417283227078047e-11,1.7894522202250822e-11,1.9559967535777263e-11,2.067780784938919e-11,2.1859532060786247e-11,2.3108791096085986e-11,2.4631713497812844e-11,2.6648448170010036e-11,2.8830304068483517e-11
0.2772,1.0545121448057368e-11,1.4933159829669416e-11,1.6452844216977222e-11,1.9255000333264046e-11,2.0620435975990148e-11,2.2082699168036304e-11,2.3648656270594476e-11,2.517716769788078e-11,2.6768760682418247e-11,2.8460967376123726e-11,3.026014814786721e-11
0.2876,1.606303668687861e-11,1.9668812911483065e-11,2.1920177288867667e-11,2.463510645193667e-11,2.5838416027164183e-11,2.7100501639615726e-11,2.8424234223440417e-11,2.9812624944475296e-11,3.17512910827866e-11,3.4168235116573296e-11,3.6769159652041977e-11
0.2984,1.0721157254475556e-11,1.7185809064014343e-11,2.0179497281174932e-11,2.411976333249448e-11,2.5850972408811062e-11,2.7706439954193384e-11,2.969508468755621e-11,3.161840616167997e-11,3.3555414494598553e-11,3.5611087926023844e-11,3.779269612297983e-11
0.3096,1.6757050636667313e-11,2.2676029029131826e-11,2.5093017936543034e-11,2.811032438745565e-11,3.0877938538494527e-11,3.248478149239913e-11,3.417524221357465e-11,3.59536720488569e-11,3.7824648782834154e-11,4.093437481047226e-11,4.508300287464401e-11
0.3213,1.3897631449245758e-11,2.3095323396199514e-11,2.608539855353471e-11,3.075100934186743e-11,3.2504274920134e-11,3.4357502751793967e-11,3.631639217425938e-11,3.8386967472068185e-11,4.11095420358116e-11,4.407796846562601e-11,4.726073820925191e-11
0.3215,1.4558482110804493e-11,2.199481321576537e-11,2.5036375583708287e-11,2.887897450430068e-11,3.1615671396371345e-11,3.361942134967343e-11,3.575016572371772e-11,3.801595321882902e-11,4.076139133195561e-11,4.381562215484613e-11,4.709870497750118e-11
0.3333,1.8143070379570855e-11,2.4687030352284667e-11,2.698420350285486e-11,3.10050166345269e-11,3.2929159513028766e-11,3.497271293275146e-11,3.7143087402298036e-11,3.9488238346818576e-11,4.205239158866075e-11,4.4783047113788155e-11,4.7691016682545824e-11
0.3458,1.3486093931795193e-11,2.1515766011113015e-11,2.4893933414067915e-11,2.871467021945598e-11,3.153513062101034e-11,3.352847906169421e-11,3.564782786856443e-11,3.7901141576046826e-11,4.055877543416103e-11,4.351427183054631e-11,4.6685133677577855e-11
0.3551,1.1472435664837611e-11,2.4189393474154843e-11,2.7353001388069295e-11,3.154789865163102e-11,3.367750898878439e-11,3.5950876608734806e-11,3.837770570759568e-11,4.066607703298615e-11,4.306505974998693e-11,4.560556381589464e-11,4.8295937891187284e-11
0.3588,1.4297830510525981e-11,2.226264731784097e-11,2.5205352256352873e-11,2.9283507636913345e-11,3.170837707513012e-11,3.354699522431571e-11,3.549222610522518e-11,3.755025168368496e-11,4.0089557882611533e-11,4.3151148646242076e-11,4.6446549371843124e-11
0.3723,1.408092747334514e-11,2.021584803230032e-11,2.3801986415442006e-11,2.6467975825978264e-11,2.9307309456306525e-11,3.148284298961364e-11,3.3256631365649397e-11,3.51303575142682e-11,3.710965207242951e-11,3.988550917758388e-11,4.465733882047847e-11
0.3746,1.8473734386618847e-11,2.438082996798343e-11,2.6254824039003575e-11,3.041314346929518e-11,3.2229654993535463e-11,3.4154662836843493e-11,3.6194647250565965e-11,3.835647553749867e-11,4.095821064389247e-11,4.377096133752256e-11,4.677687394765585e-11
0.3853,4.424135583592486e-12,1.8496704656693293e-11,2.079838142930154e-11,2.4454651060324544e-11,2.620463137756144e-11,2.8079840678976523e-11,3.0089240378777625e-11,3.203614188213912e-11,3.407195036276271e-11,3.623712885882157e-11,3.853989847807347e-11
0.3863,1.7635372655920448e-11,2.4112597302048346e-11,2.5500764404880838e-11,2.8521450634392693e-11,3.101287228979145e-11,3.249717951784891e-11,3.405252718120279e-11,3.568231534646474e-11,3.739010681085022e-11,4.001021902991335e-11,4.4612425428408186e-11
0.4008,1.6148459210276523e-11,2.0998707660485778e-11,2.4610577264373622e-11,2.755504027682183e-11,3.060248654348031e-11,3.2234160106054324e-11,3.395283178268762e-11,3.5763140167779995e-11,3.7669971177851374e-11,4.0798135596849056e-11,4.52142819254676e-11
0.4158,1.408092747334514e-11,2.403490062857366e-11,2.6203726721603964e-11,3.0663721983936815e-11,3.264935024602402e-11,3.476355779790717e-11,3.7014670787073543e-11,3.937914988613647e-11,4.182948569720831e-11,4.443229167598011e-11,4.71970551555484e-11
0.4314,1.7635372655920448e-11,2.3522370785898666e-11,2.6339004117817742e-11,3.09832236917476e-11,3.3098664445384795e-11,3.535854109202885e-11,3.7772715277368735e-11,4.01741185350993e-11,4.26417326312494e-11,4.5260914939710093e-11,4.804097523181814e-11
0.4477,1.7113286848247122e-11,2.4004520265473714e-11,2.6752507409427165e-11,3.118078750623164e-11,3.318358549060196e-11,3.5315026786671715e-11,3.7583374385403775e-11,3.995681737377858e-11,4.244960131167025e-11,4.509790243459918e-11,4.791142298529621e-11
0.4645,1.4297830510525981e-11,2.1218098284407477e-11,2.454833428400149e-11,2.7318713419926335e-11,3.039681576094137e-11,3.204703873560693e-11,3.3786851221474435e-11,3.562111697370919e-11,3.755496379752033e-11,4.054546594456675e-11,4.483693768797103e-11
0.4819,1.6757050636667313e-11,2.1399204001562138e-11,2.4478724208646534e-11,2.690809255819909e-11,2.957856132325953e-11,3.148580350005491e-11,3.3085872347793886e-11,3.476725467757566e-11,3.6534082738066597e-11,3.8390698773601363e-11,4.319548613463572e-11
0.5,1.1472435664837611e-11,1.5528369431024155e-11,1.9558585428913716e-11,2.3818358548068723e-11,2.5315527415067805e-11,2.68016439519411e-11,2.8375001110941576e-11,3.004072024423799e-11,3.221435491926858e-11,3.465874741304093e-11,3.72886179236348e-11
